signature,block_time,block_time_utc,wallet,side,sol_amount,token_amount,price_sol_per_token,mcap_sol,mcap_usd
3kWC1LUigCSh8EWYzwhMfCRZ5RMLbp7GW5pZeBG13C59YVDjydrrMqxmYX7QFhunhg5n7gSAADJxmXCx4W5HYttt,1785083402,2026-07-26T16:30:02Z,H1NMKd5wwDtdzcjwfp5r9LVLaHbTPBiKypQ8YE1aVuLE,buy,0.074074073,398191.134771,1.8602642432659897e-07,179.35996697828833,13358.21288792899
5EiXtBQbRgkBnxadaDmwcRirjo5vCPYNRsoMTLKLL43abc3J3551gFc2YQdMt8oREpny83Eb2mLCtBm3opmnRJfu,1785083402,2026-07-26T16:30:02Z,64hP97Bwr5PubotcTeGgfhkFrGiLVVxT2kVo9M9b4AEz,sell,3.45797286,17898623.798145,1.9319769491766073e-07,186.27424736109572,13873.16854317592
8Yo5cvTcFd6dVYoqn98oTwKpESMSc48LUzhQW31tavP1ZrNbaiFeGjzmNcXhQYikHkxUtcKXSBu9YY3qWo4BuXi,1785083402,2026-07-26T16:30:02Z,4MNb2YiPt6D7WHdgKLEzwqcZiQeCiD96nWncpB1jsUwv,buy,0.971090668,5117022.138564002,1.8977652269304403e-07,182.97567652926068,13627.500503981315
yPZphhmfa2NKGUinJN7D5s47xxR9CybZ2g69ps1AwZ65cLekRoy2yCYbetCRYG8ifvBxD1qTVok3SSiUfneBE6R,1785083402,2026-07-26T16:30:02Z,EP5vZSxiDMn2iJ3yoWHjzW12avYeK8kQaTNkb9EDbVsz,buy,0.846357148,4237345.377271999,1.9973758866568587e-07,192.57977697030825,14342.786197048465
2ZzptWS7uRSdoBfRpeGUBzSw2NpX6zgPx3tvf6SxuaU89kcV9Vv5xnow4rwkYWkp65gW9Gsz9oLFQjp1WFW9touo,1785083403,2026-07-26T16:30:03Z,6YmahBmiUXyLJXvvpnZHSwmgghA8qM7jE8tDSDf5ir28,buy,0.488888888,3415996.570633,1.4311749964942342e-07,137.9887298487703,10277.002502336132
2xieidXj9DUricG24UhGpTamtF7DXMJvE1MorUgDbWdmGRkQ4KmqRTNAG1mV5ZsxAfUG3hyXqfY7sk8k91mFDiqc,1785083403,2026-07-26T16:30:03Z,FHKhfxRcGcVpoFcPaGkEQTTbfrZWzRGAjKwdL54xTBwb,sell,0.833475887,5315349.141145,1.568054825501938e-07,151.18618913429242,11259.911195317327
3b3f517faDAh2oRnBjrA5KVxnerUz6UaQ4ko1ZpUEFmqi56D415aPcFjTCg1HFRP3V4Vb8HRH9HXMqSbCM6ne4sD,1785083403,2026-07-26T16:30:03Z,BU99XYHSueULuTN3V3GuTfmXXWgNCrQXWwNsw9Ku1MPk,sell,1.393420562,9608610.674072001,1.4501790209483915e-07,139.82102932498233,10413.466881149516
3mJUWKaeHPK4vijRygLViwPrK2ZW3UmK55CcbjbjGWxScm6EMJix6XppBoWXvESWrG6P2cNupsSrFcipPQveNGoG,1785083403,2026-07-26T16:30:03Z,2ZMuJqNAxjrZQ5DDJYWWxwWv1AUZGWLXcerWJuiBmgAN,sell,1.134729775,6615579.386358,1.7152386944973084e-07,165.37712678108548,12316.811290465845
4gx7hdAThQCi7fsy9MVj9gRkP6W95cj1mdTwZ8p1cyDigy6BupNuAuPd9tDNmfs774oc1EYe7RLCyr8KUqzgbukW,1785083403,2026-07-26T16:30:03Z,BZxtqKj99iYqDZFPxiXtEsCq9ffWPLkFuTkbW4LW23EF,sell,1.60677625,10609206.461745001,1.5145112462404824e-07,146.02371039343706,10875.424672423947
4vyygyybco1R414QK3cMPikeCNUqanMtEF3goi3Sqa6ziPEhYMonRUYAwbTrNymrmnSJtKd5u6fWYCEFFMtFA3Gr,1785083403,2026-07-26T16:30:03Z,D2ax7LUeKon7HGb16u7e7iTx7uzxcw7pPxBoRrCNTWWC,sell,2.276408868,13905159.209116,1.6370965867888966e-07,157.8429466725714,11755.687292055909
5ANHULjReVpF2cZXRsYJiphfRsq1dQsubqAVYX1GVp4ea8Je7sjbPNYVckHZVgaMV1uFbk5611RscWAk3tpWXHKD,1785083403,2026-07-26T16:30:03Z,FMWh9MigG2U18hXTXPjnbe7TdM8XVxVpFmukFCqwd6p7,sell,1.284875314,7016793.450626999,1.8311431326016694e-07,176.55221454955085,13149.099587388435
Fw52DhgHFVtjSwi8uW3ZvSrgUVdFDFmt9N1dZofpzdiwPcmvToaegUpZdJHp779cMqL2172g7KuDH1osgRSYWkH,1785083403,2026-07-26T16:30:03Z,9Lmv1xqRFfaB1ZW9DKXLvULp9ep5UQge71RePVWS9L6i,sell,1.260229425,7116134.97703,1.7709464886035244e-07,170.7482713093392,12716.838639204894
2vafs5wqadfmbkViYqFMZPZsiRrrmsMNz83MkAcyiKoH4XgZoyoWbSpP8tfDkRz4F1TokRaXpbGHUdbwyij17aDw,1785083404,2026-07-26T16:30:04Z,CusLVeFnzn8e8swmzqRFTTBfiJrmMxH58bmDsYzjzpDv,buy,1.83555026,10835041.165018,1.6940870201086593e-07,163.3377586463612,12164.92503535852
36cGppMJhAy4tH2BRyR4wDzd37QwNv53QVbaqZ3atQ1hbJ49GSF4dFL5GbMsbpt5MbPUdFThoBDNQKt2MKcpQPEU,1785083404,2026-07-26T16:30:04Z,FxN3VZ4BosL5urG2yoeQ156JSdmavm9K5fdLxjkPmaMR,buy,2.611875498,14531488.983271,1.7973901373815537e-07,173.29787252259794,12906.725581981567
37QTGjtS1AoiKyULvskwxKD3ursaAGtEXC7N8gdVXzUdtdqE4aTkhGkDCLdzod2opsAEJuXpyJWQSRvG6xuoq2DF,1785083404,2026-07-26T16:30:04Z,B2LYQGCRZreTKwgKLMqbzDnZTSDc3ZoxNZiKzw33izDv,buy,1.466666666,8028509.039053,1.82682321071784e-07,176.13570326668486,13118.079028673557
3y8E9fmVMKgL9g5eCFSwFK8pTCm5Ykr6vv2Tuh38quKi6Ug1yY2FKqPNHPgfULgdL9CZv1dVipphKKY8kJZk9xRs,1785083404,2026-07-26T16:30:04Z,Bfd2zuMMCDS8JQvHhD7JsNE11rN6XMd1nnk9LGkpzDGv,buy,0.138271603,746661.230739,1.8518653079542799e-07,178.55017193674288,13297.901689489358
44wX7YCzJe1Lr2BXV7KMfkFHVgYnTa17XrjkmaBojmyBrriQ9pvVd1WrqixGNbfypnV9y4x1AvcKfXkpVR2RscrQ,1785083404,2026-07-26T16:30:04Z,2pUUZYtokRgDV2YzL6M5pjb1jyoHE367yU1sdQ7ac3ea,buy,1.466666666,8087915.994029,1.8134049204798666e-07,174.84196013169742,13021.724772422212
49WnQRNEe4NKJC9W1w2kBWhFcJiW8wk3oCDj5HkzE5nxcoFmD6RJ8xjb3eaKzStHBw8Ea4zY4LrLMwBNGwDXw1hp,1785083404,2026-07-26T16:30:04Z,Fn8WJ5afkGJp424indxe9jqNZDjbUDPsMcCm3tP8HEeP,buy,0.098765431,522314.167704,1.8909200076680904e-07,182.31568518378455,13578.346252642006
4DjsmfctVErpRibknz1F14kaPKv82y5EQCZpmVo7Gj7LwnrPwdRVu8Aa3W8PXWPW2KyyYs5T7JX1rQeRkfqTfHvz,1785083404,2026-07-26T16:30:04Z,EsyZLvAWJpsmxDY4kmnnjABALEjbBetAvbYSbjdFJ4q8,buy,0.444444443,2366882.991,1.8777626299651753e-07,181.04709829412178,13483.865560966799
4V9HkUDDeScek4xZXTM9t14XmsUmyFnrXDszPKHm5wXREgtCTuJG4k5vUCZEvaNxrDjqpTRv6YAivRg3weZCcZ61,1785083404,2026-07-26T16:30:04Z,2fg5QD1eD7rzNNCsvnhmXFm5hqNgwTTG8p7kQ6f3rx6f,buy,2.519666642,15793231.820871,1.5954091414464148e-07,153.82359359028587,11456.337470300963
52j83948p6HLyVb81edg44wy4Dom938aUN9TMrb52fmiiGiWYaz4AVgM6eSptXitG8GT56YLWcK6PHzUuRzsL1QN,1785083404,2026-07-26T16:30:04Z,7NAd2EpYGGeFofpyvgehSXhH5vg6Ry6VRMW2Y6jiqCu1,buy,2.332632564,15662959.530424,1.4892668013787907e-07,143.5897320953707,10694.148990799265
5H7qk2EUw69CdYrwY3w6ZzHyQ7avE9SE2786VhL21aWA7arpLwpkXDH9dQZiHQ4Tjidqw3yWLYcRZVs4WQXnpFbw,1785083404,2026-07-26T16:30:04Z,BZxtqKj99iYqDZFPxiXtEsCq9ffWPLkFuTkbW4LW23EF,sell,1.924420797,10609206.461746,1.8139158700878844e-07,174.89122404952704,13025.393806896005
5MsXeDfu5iSyQsiFDamwLiekBbc4sCPJm1rJWBtkjQCH1HHdJaHzJjLU3gK2oxAdrvyPz9vEPpgHhZRn6Ea1NYXy,1785083404,2026-07-26T16:30:04Z,AYHoGxsLVQaJobtGGxa8sRYQtfnj79t8eB6XdLRr6CFG,buy,0.497711927,2795392.96999,1.780472128044954e-07,171.666699098212,12785.24049126053
5XB8UReCbhtWXAYD2KNw1gtsw8RV2LFbyLvsbXivKSN13UYY3wkUQe78rLKkgMvTrUa15sKJtbro8iK94MVvzvL7,1785083404,2026-07-26T16:30:04Z,BBeft5QozTYdDPagToAjvcvCwBXXjzehxqs24BtCLMRD,buy,0.312455898,1643732.163809,1.90089300969782e-07,183.27724605945147,13649.960532563327
66uj2ac9MDsuMTJC6p8Bhnjz7HMNzUCjJuUFBiBP6rx3kCLzvgBkGBwxFwkMQeZpMMh4YLhLkoMfkEhjk71Q1U8x,1785083404,2026-07-26T16:30:04Z,BU99XYHSueULuTN3V3GuTfmXXWgNCrQXWwNsw9Ku1MPk,sell,1.748803104,9608610.674073,1.8200374261377986e-07,175.4814423988518,13069.351566776708
K9z5gafiEfqA2DodCFKZQn4vctk6mPZcQek8MPq6PR2otuPYaX1vqB9kzr84NZ1FHGJ2hWTwEccM31GGWZoKPix,1785083404,2026-07-26T16:30:04Z,7fkCpkeUvf9oyn7jvtDB81EjYBYagrNb3usAPsvVcCDd,buy,0.246913579,1326698.946847,1.8611123464506302e-07,179.44173802761208,13364.302959773551
ZJiTsuDC95wqXDPAxot8T3Z6JBTcymZLU5qE77YYXkoh5KhdfT1TyqCT9fu7rAJipwvBs4uqCDeUyUYbGPjoD5W,1785083404,2026-07-26T16:30:04Z,436h85qXhByXQG4pkxdrD4CYQFRuJ3UPR5YdfUuL6v24,sell,0.03755672,260679.142921,1.4407259276351748e-07,138.90959617206394,10345.585969400274
24rFv6JJ7rgGQcBUe68Lso72kKGhEKqYKREQDdMLqEbFoWxc9Kx2uDPc4ZM9Adu1Q9biWJWyY1PwjmeP9urU91VZ,1785083405,2026-07-26T16:30:05Z,3JD7zrZVXfGozgaSrnn3GzAcGsHCM5ATazX8EqwJqZWY,buy,4.888888888,24926374.153411,1.961331743602585e-07,189.10453073506096,14083.959883515376
26AoN2GxFvru1nJcuyYxNFCKYEXo3C4x6eXa93Adzme3zWd8XKLA6UeVYxXzQCX2nrsnJYCTQaSMPa9GRH67quWn,1785083405,2026-07-26T16:30:05Z,ontrU64W3C2bdTEotmXSCZHYC7nw89zWE81TCJRiKHF,buy,0.148148147,774789.484182,1.9121083858851087e-07,184.35859216922216,13730.496071140893
2q36TZzpQNH6beevRkT7fXeMb6mfhcKPiVJia5p64BB8uA8gMMzuHsVoP4NwUxTkfKLYgq6BBxEKQLK21v2SiDsn,1785083405,2026-07-26T16:30:05Z,Bfd2zuMMCDS8JQvHhD7JsNE11rN6XMd1nnk9LGkpzDGv,buy,0.138271603,610407.709583,2.2652335615888635e-07,218.40564762529564,16266.222535923353
3iUUFYk89Wv3fX6wVBm9yk5zXd29qN7ffiw6RhxD59J44FXgAVbQXKtMMXuhgxvXQj3c9LxgniFvEhxK28TeQbfu,1785083405,2026-07-26T16:30:05Z,2fg5QD1eD7rzNNCsvnhmXFm5hqNgwTTG8p7kQ6f3rx6f,buy,0.707650221,3231773.859432999,2.1896650315878048e-07,211.11960259451467,15723.578922234512
3wTiGKroQSuGBgDsVsyNQN5CuRq7Y7FJvKmMdLVFjF9tT1Bv1asMJ1FZCuXeHBuieVwoN6WimAdL7AQHfrutFZBb,1785083405,2026-07-26T16:30:05Z,HDp472dUvzYGtVSarR4EGLkcMJP74QFRMTsT9YA6ibCd,buy,0.244444444,1083967.919,2.2550892855344735e-07,217.42757312608381,16193.378368962129
4WZ6iVbMf9DZsfHmkupPYvsj3mSi4AfCF7aCCCRL5pJxdQcbF5MFPTYwH2L1YsGTAoYcPrLasTNVPMkTvnadEcsd,1785083405,2026-07-26T16:30:05Z,suqh5sHtr8HyJ7q8scBimULPkPpA557prMG47xCHQfK,buy,0.768302782,3447897.91602,2.2283223016268195e-07,214.8467971061371,16001.169616522497
4sgBGkSuPSC8V4WNvy7HAy3juG1vARSA1ukanCaRgSjpR6xjwcHsXVfyhVrHh35gHB48TVtpsR1aJ5QTXrcHMSQB,1785083405,2026-07-26T16:30:05Z,FxN3VZ4BosL5urG2yoeQ156JSdmavm9K5fdLxjkPmaMR,buy,0.795678019,3699758.9359600004,2.1506212506614036e-07,207.35514209756283,15443.212764871376
5XUJTS2QeTqixSihRAj5tF8jzkLg9NLFFxdYAB4Y7BVB13jaV5cKBrjrW94Q1mT1CUdgMQscyByUTf9c45tFyTni,1785083405,2026-07-26T16:30:05Z,4A3HGpsSR5VuGBE3EBRds2xYfSF8GKTRHTytXi5YTMLe,sell,0.431447087,1911214.3193269998,2.2574500548526992e-07,217.6551899866955,16210.330616066973
5i7YELVP4fokVtN2z9ya6DEg37b4RNXgeexuq2FXQx5BbLMqwaQJrNssojxaa6Dqi2RgNjZZSpiHJYiSFWvzGLca,1785083405,2026-07-26T16:30:05Z,CR4Y5YQ2Dy8kdKCCYd32goMmG762FqFaBb5uVbQdxaKc,sell,0.372108669,2007906.7649569998,1.853216869897686e-07,178.68048466323646,13307.607005407031
5k32HMbruYXqJHWCwThWQ9xE2oJGA4gyEfh5kxKytSUiNTNVpxdc7241o2mZtRWHn78kMenX4DHFFHBsC6BbwsGF,1785083405,2026-07-26T16:30:05Z,iNyUtaMtqWNyJcwy3CyENdou1YK7F7eGcXaqC7FioxQ,sell,1.105446012,5852776.649339,1.888754822251498e-07,182.10692581735174,13562.798457299825
6319XeKjwe6R52BwD67WVGFwATNkZvTgWfnrpphbMxU1X9CVjFvXb2v5RuQjiSCguRGUi2qFYTkjhSmj9A8yRgCq,1785083405,2026-07-26T16:30:05Z,7NAd2EpYGGeFofpyvgehSXhH5vg6Ry6VRMW2Y6jiqCu1,buy,0.661702311,3131383.224442998,2.1131310464809105e-07,203.74047186554404,15174.002554296283
DwsGEerG8V4r68jdphVvu8WTV3bNoRZSA2FP26uyFpGQ56YNnS2NMHKbF8111uGbdC12F1V61tC7qYxmxCfQCq5,1785083405,2026-07-26T16:30:05Z,7DgesX2Hbc2D3XFF28eKSF1xt5yZ1gjs7TSBBW6Q5Nsx,buy,0.205333333,981983.789547,2.091005321938385e-07,201.60718932910675,15015.121825491957
3HwjA9Mp9cJf6Yo4M6dBuCsEWExb1dFp3LGk6hykBwtkxBLAyUC1Vx9H2YJ6VKcTxuWsDvY6qTbhsQUhKLTsMeaV,1785083406,2026-07-26T16:30:06Z,HMendyGrAAsSVnSiUN4mVDw6GGdwvMuBjtkuWQWhQqii,buy,0.002116625,9422.845739,2.246269395284218e-07,216.57719112806154,16130.04437109727
3eGFSjG5KHzzJ579jQ4KvBpjRpxWkK6AenDPrMDjUEhyL74wdG5qNkn9oXQfGUtRoo5j7TXY12NFvicPUVoVKt1K,1785083406,2026-07-26T16:30:06Z,6xWDFHkSHHUNF2C3JqcJB72h9kMQ6eKLDRSftvkKyqn6,buy,0.244444444,1082075.42691,2.2590333161713258e-07,217.80784233103572,16221.699722272178
3m895XQoLLxrgzA45vSZCK6ui1G9VzxKRxahKpzza8MgSwDfBJuc39fUWcV9981G7L95y4mBR2KjVWVW2y4QjNth,1785083406,2026-07-26T16:30:06Z,CusLVeFnzn8e8swmzqRFTTBfiJrmMxH58bmDsYzjzpDv,sell,0.366623987,1625256.1747519989,2.2557919957199602e-07,217.4953259069699,16198.424400616086
3mAN6jY4FbkPv9ZmTx9pTgYNr98LdC2kao2jKdwiDXTDjPBWfJ6XuxffVUa4wMnhPaiMArfzeeosS9iRAkKubErB,1785083406,2026-07-26T16:30:06Z,EbcdAjZJf2V5DyiPqxC4D77uDcJBEWynPzxv59nY4qp9,buy,0.002000049,8904.298318000001,2.246161267931589e-07,216.56676587881688,16129.26792861032
5GmraRVCSepSbRnkLDB5SameD3Cu9DmxmRYHKaQ16H5DhGKY4mGDEqgCJA8LU6BHgDMMbDcQZrPSd9hqAK5y6mTk,1785083406,2026-07-26T16:30:06Z,EaNHi9dRgzfKUo7bDfcum71RgWS2PXmmrPC96pmDhXpb,buy,0.069541921,309365.267212,2.2478903862321666e-07,216.73348122714216,16141.684406780634
WebDUUJR7L4udeHT1U1oKWXVcfkCm58LSWuNwh6o27KecLYkbmoYBTRwQgwMk7jK8qL5etZRpfbGo9EyFn7p8fU,1785083406,2026-07-26T16:30:06Z,A4rWFozNza39oA323my8dLffKaHPSTh3G3ewHbQw2cqb,buy,0.053662093,238376.621638,2.2511474754219622e-07,217.04751801607782,16165.072960825986
26sHcv9Do5rLYKA1qKPZqaDHLRFMUERDLG9zvndZk7CuKzu6bLb6RmnpdgcSPMFfJRCA5MhUVCLGFbePhvynX7R4,1785083407,2026-07-26T16:30:07Z,BaiyK1aJeypxRszgWEUvAanVjNhdkDhk1Zbcu49XVeXq,sell,0.428605405,1897983.0323850028,2.2582151562304277e-07,217.72895830124605,16215.824667313478
2QfNU6wQQWT3z6KFoUMUmg8Kz8fnpbSRNHXxdu8j8qTz5HCG7QbmTDfCDEFT91objaTEdBkJX3rW8U7Fnxc1NESb,1785083407,2026-07-26T16:30:07Z,9fwGq3uqfedVbwuRLr14u43DFVRWiLRYtcW6oFvTfwu3,sell,0.397462546,1849755.8149800003,2.1487298095305485e-07,207.17277616756144,15429.630676529676
2VpixWVqsM7Wz8B7keCp1LnTbVFqGhJxnJy8YL4whnxJUjWYuuk2u8aphhTwASvSSmmyY4pbfSwZ3WtdGuF55Ba5,1785083407,2026-07-26T16:30:07Z,BaiyK1aJeypxRszgWEUvAanVjNhdkDhk1Zbcu49XVeXq,sell,0.403904996,1897983.032384999,2.1280748516094708e-07,205.18129964261448,15281.31125035151
2kjwMcQjn6XaAQJYCctp51ZKvxanCgG6yuTtKK1g3Td1HuVEgj4KYBi1q6vJZz7w8cuBXhuz7CCfKs2MgVtJLz8C,1785083407,2026-07-26T16:30:07Z,9ERrNvQtSfNEqMKBw1V3zHWMZUPNM5DxH4q5UNnZKz2c,buy,0.246913579,1096006.562761,2.252847632389981e-07,217.21144101720287,16177.281473032735
3S6xFF1qR8b9tCQw8ncKYBNnED3McNsbu7uU9ufWXD34Uyn1KP1wCX2Ykmgc91wrHkbDK8hyQpwcdWnzpUpQVJUN,1785083407,2026-07-26T16:30:07Z,BaiyK1aJeypxRszgWEUvAanVjNhdkDhk1Zbcu49XVeXq,sell,0.411207896,1897983.032384999,2.1665520132879036e-07,208.8911287558945,15557.608619870038
3X4v651WANQN5M82Aikzw9Z7HYAQ3t2V1WbvSCiKmd8hW3NzHrMGz7QhR99few551TLnDMNxCGxJMe7v26FzBNLh,1785083407,2026-07-26T16:30:07Z,48uVqq6sFCtoDsbjhcuk4yjRiSq4kSqZCpDp3hi7m3G3,buy,0.488888888,2151476.381443,2.2723414127005252e-07,219.09096098617388,16317.262697915921
4EP7FiqTJHqSCcsFLFgzCvw1UcpomURgrcztDTuAw4KGbavR54gWtCgq88aBKrafNK9RwF8QYi9BrctJKjXjHfwP,1785083407,2026-07-26T16:30:07Z,AiZmc96qy4sDHSRmZQYJbRnykikbKGCt25sZQYdZ52Rb,sell,0.441624598,1975751.1452330016,2.2352237986323876e-07,215.5122145485786,16050.727987909524
4MX5KSVrvrTA5P98eJoGqJXKiVL2LPYtDYPnT9SfJ6zisb5BBEikDdenrVksF2ePKPubwRSYmS4nM6AAjWxVS93i,1785083407,2026-07-26T16:30:07Z,AiZmc96qy4sDHSRmZQYJbRnykikbKGCt25sZQYdZ52Rb,sell,0.436592809,1975751.1452329978,2.2097560720305856e-07,213.05670823067422,15867.848961475536
4moRJDe22cTcWAA8cr6ZrVLEkr1ah9G9MYzVwwk2ygMGjJdx2svcT3D8rQgLKmKHywvSWGncQJ8i7VJakpFnfQv9,1785083407,2026-07-26T16:30:07Z,9fwGq3uqfedVbwuRLr14u43DFVRWiLRYtcW6oFvTfwu3,sell,0.421892015,1849755.8149800003,2.280798425302215e-07,219.9063556304912,16377.990938615176
59eLu9RsricNKE3hyu3ivMWgerTZTRt3dSy1yc5RFxZx1xGY9a1CL66pkZJxGBLS9y7iPLg4WMuSC8XYWXUf8zap,1785083407,2026-07-26T16:30:07Z,FAoLSqAkBJyKYwzdBHdTBeXymvXPPcTczKozhZbGtxB4,buy,0.098765431,434362.522637,2.273801855657308e-07,219.23177162716237,16327.749868218743
5DjbjJczSysSKEkDmjeUNuPf8f5uRHz91ozQ7ZdycFcqZCy4KJowzf99Br7yPiUHNyWM1inPTSbVqwkGUB2VstCi,1785083407,2026-07-26T16:30:07Z,6gFqpfzzjtNYCWtJ6xxoYTJR1P7NiZPfx8z93Sxh3oUh,buy,0.488888888,2254437.771093,2.1685623540763164e-07,209.08495856191806,15572.044504624646
5KfyJTusnn1SijduqosBq3Ev72FREUoRMpqDTDiiPkWyXorW3mkJyiKbaNxomZEUZtTxcnvnsfMAh2Kvxwdjy3bd,1785083407,2026-07-26T16:30:07Z,iNyUtaMtqWNyJcwy3CyENdou1YK7F7eGcXaqC7FioxQ,sell,0.266683185,1170555.3298669998,2.2782621051351834e-07,219.66181279038022,16359.77809338859
5MoscGneGycoYLnFJbquwD5LcPGYPbUxc8mWHmCs8XYGRu1KB8VaMn2NSDCDYAwovfnHK9YDbJN3RC7HeLZs9W2R,1785083407,2026-07-26T16:30:07Z,CxYpzfELZZSk54ZuTzjpiMJkAa6f1RXY7yWzznNDGn99,sell,0.14329528,645517.6955710002,2.2198505321104556e-07,214.02997965334612,15940.335409152918
5fu4a2Z4BPyMWhJ9z4e14KtvqLe79BKASfnut5TvvtB8gUUiuf2Lzp7ENmMHtxwsTfjS7edhzFLmTbKew6op8S6,1785083407,2026-07-26T16:30:07Z,9fwGq3uqfedVbwuRLr14u43DFVRWiLRYtcW6oFvTfwu3,sell,0.404684225,1849755.8149800003,2.187771065362892e-07,210.93699320405415,15709.978701660197
5ox6Uv7B1i39pChB4b8XVHKqQCiAVp3FQqEA4qq1g1i8iWwDdbpbUSp22E9AfFHtabBKtD46XWntcJpstqMSJFg1,1785083407,2026-07-26T16:30:07Z,8GvD3GZVYQBXqC9WGJtwgpHGTT7XybgGFUZDy2qXB9TA,buy,0.003133419,14866.133744,2.1077564980636973e-07,203.2222772971519,15135.408917831193
5pAmRzHS6d1QxHACS5rNBzv3pLpyMspmsjoPdn8zVteBV8sC3U4BFFpoUSkwEDoAphpvRY1kGHqUSNFcxkaHNEvE,1785083407,2026-07-26T16:30:07Z,AiZmc96qy4sDHSRmZQYJbRnykikbKGCt25sZQYdZ52Rb,sell,0.42876319,1975751.1452330016,2.170127503327023e-07,209.23586460601314,15583.283551425659
5pcYnokKJbTozffBxckVZj3ouuEnv8k1jeczcAuT2fKpxkWbtCjsHa4NiM2nR9t9FXDGMsEWXJsdv7k3urQaFLR6,1785083407,2026-07-26T16:30:07Z,6KEqpWHUD6ntSQjvaBUCXNwb8rEMi1cmqxu3P1hxotTE,sell,0.195936289,927425.9033100004,2.1126894159490232e-07,203.69789144294944,15170.831287265746
L5TcJuMipECLPzURsrnhKvaPtWNacpgrgNiuybDe87HKZkYFVBRoutLSBP7AtcynJea8niq4sgB65TQBmyjfMS3,1785083407,2026-07-26T16:30:07Z,7ikPbksKsuAC3x6YLHDtrwc4XGn6jorn3RJ5zTqDbnCe,buy,0.097777777,440707.193943,2.2186562494064107e-07,213.91483122368854,15931.75948631467
TSheyRYjeX75hN4YSuHai13Aq4ThH36Hmw8bKeRr3B3dWbqLyxs6GDRuJhUWqxJGuPt6ZH3bgbtkCVre2VTtvN2,1785083407,2026-07-26T16:30:07Z,3wH5bhr4LeT2fVHwdnR5Gbq12iNXGm4VWQ2ESe9ndrmb,buy,0.293333333,1284167.85919,2.28422889500616e-07,220.23710914308862,16402.62450601119
2fDkFgEQjVYDKusSc9Fh4bjCsqCQyZGfosbWrJppaLVfUM3nhCHsresGRJ2J1tWeke946YEXV7rxKSnjCVGeBnTP,1785083408,2026-07-26T16:30:08Z,CusLVeFnzn8e8swmzqRFTTBfiJrmMxH58bmDsYzjzpDv,sell,0.289021585,1381467.7485390007,2.0921341472188595e-07,201.71602659013732,15023.227710698557
3UnezNLGh7k29crowmYwGaKMMichGrTPTe1x9njMCszb5tb3g2qYzPgj1pwPrUCHPxS8qoMEvVkbxNLoewMi7BRj,1785083408,2026-07-26T16:30:08Z,B5LJMjBTY2YnkRtpTmWe4DGzdkuv12XFLAg6bo97Lcd2,sell,0.162742885,773613.535961,2.1036716323459512e-07,202.82842928179716,15106.07625389714
5FVZRCnDeWyCNYRK2smygP9x7Yo4Gcj2cdS8iBCbNRgsGJwm7DSR89qt1kBQ4dTpXry4D9evELU5Fhwzx6TVDgNq,1785083408,2026-07-26T16:30:08Z,6KEqpWHUD6ntSQjvaBUCXNwb8rEMi1cmqxu3P1hxotTE,sell,0.154386726,741940.7226479999,2.08084987502763e-07,200.62803777622582,14942.197442680752
31RAgUrPcupcpRmdkWf2rz7fhDzGRmyUfjBBDu5Vb6RRJTMq99tF1y7h3U5Te4TR6GhrSWKQEMsK9nnB5e5F8KDG,1785083409,2026-07-26T16:30:09Z,436h85qXhByXQG4pkxdrD4CYQFRuJ3UPR5YdfUuL6v24,sell,0.027807946,130339.57146099998,2.1334998794530065e-07,205.7043612551758,15320.267370224921
3VivYHcoXjfrLh7VxZUNVGHsEnRixeo28wpSp58zpozyrDhnT9d7CpY9sjWK6LDbybwUGwqP4s6b1wD4vxrpnEQX,1785083409,2026-07-26T16:30:09Z,CR4Y5YQ2Dy8kdKCCYd32goMmG762FqFaBb5uVbQdxaKc,buy,0.010755555,51779.06392600003,2.077201514374861e-07,200.27627600443756,14915.999240748928
4VRXCDr9r15Yehs2SoHyGQiyaW4AbGtrocXDgJTkQXRWKYs8SGHLu9MLqq5NjVScsHBsFzwGKVJaRzirm8k5oPDf,1785083409,2026-07-26T16:30:09Z,2fg5QD1eD7rzNNCsvnhmXFm5hqNgwTTG8p7kQ6f3rx6f,buy,0.220263641,1024268.5406000018,2.1504481712478715e-07,207.3384544049363,15441.969913668463
4ZZ1ScMda4BMTednJojjy13aQ7uuVmQ9cFN44j73uSnNa46nkvVd1tkTJcoqesQcAZBuT4edKuALSJkpTC5i29T6,1785083409,2026-07-26T16:30:09Z,suqh5sHtr8HyJ7q8scBimULPkPpA557prMG47xCHQfK,buy,0.267599849,1228726.1650550002,2.1778640075433058e-07,209.9817904312194,15638.83795489472
4kLDEeHNqHzREtsMHSTYZ8BLEuZ9yy1wRFkNJDDVotLf9zjPtQu5aYJoEhKcig5ras7NCMvQGHNeGjaNTyQZh1G7,1785083409,2026-07-26T16:30:09Z,7NAd2EpYGGeFofpyvgehSXhH5vg6Ry6VRMW2Y6jiqCu1,buy,0.230307205,1076796.7288689986,2.1388178365094087e-07,206.2170994887257,15358.45463461246
4xjMATNJ4fChXcB1hMvvmDvAQSD1hNAoW6guUy7kr6FGgK99LGGcHfACXmqSiTifCp85d287e5mYFt1Xdu4vTWWU,1785083409,2026-07-26T16:30:09Z,suqh5sHtr8HyJ7q8scBimULPkPpA557prMG47xCHQfK,buy,0.267939217,1274357.9258379997,2.1025428693732727e-07,202.7195980282595,15097.970816111281
